brandId,brandName,inStock,isSponsored,itemId,itemSoldCntShow,location,name,originalPrice,price,ratingScore,review,sellerId,sellerName
39704,No Brand,True,False,807211598,422 sold,Sindh,Abu Turab (أبو تراب) C-Type Mini Key Chain only Powerbank Portable Smart Phone Key Chain Power Bank Android Emergency Charger With Type-C Pin Portable Charger Compatible 1500Mah key Chain Powerbank,1299,399,4.530612244897959,49,6005442176848,Abu Turab (أبو تراب)
39704,No Brand,True,False,881157871,,Punjab,ELEC Power Bank 10000 MAH,2999,1249,,,6005446880621,SK TRADERS
39704,No Brand,True,False,462891659,110 sold,Punjab,Best pocket size power bank 5000 mAh,3999,899,4.933333333333334,15,6005126320315,Mini-Martt
39704,No Brand,True,False,488307618,10 sold,Sindh,Type C Portable keychain Emergency Power Bank ( Random Color),,430,2.3333333333333335,3,6005014455027,theseller773
39704,No Brand,True,False,607406995,11 sold,Punjab,Pocket size power bank 5000 MAH for all mobile phones,2899,899,5.0,1,6005210976191,Mini-Hub Online
39704,No Brand,True,False,603637635,456 sold,Sindh,"Power bank High Capacity 20,000 MAH (Actual 8,000), Bolt Original Power Bank, 2.4A Output Fast Charging with torch light built-in",2999,1099,4.431818181818182,88,6005033118657,ABK Brothers
39704,No Brand,True,False,733795341,19 sold,Sindh,"12V and 9V Wifi Router UPS Power Bank, Included 6 Cell, Premium Quality, Auto Cut off Technology, Power Plus Advanced 20000 mAh, Extended Backup Power Up to 4 to 6 Hours, Easy and Quick Installation.",,1199,5.0,4,1129725,Easy Net Store
39704,No Brand,True,False,578166564,15 sold,Punjab,Huawei iSitePower-M-MNB0500E1 Power Bank Charging Station 500W Portable | Smart UPS | Imported From Shenzhen,65000,55000,5.0,1,6005294816149,Shenzhen Accessories & Gadgets
39704,No Brand,True,False,438006043,,Punjab,Power bank Small  Size Ultra-Compact 4000 mAh Cute Battery Pack Compatible,,599,,0,6005107872492,Babar Collection (Lahore)
39704,No Brand,True,False,627833110,227 sold,Sindh,turbo x power bank 20000mah 3 port,2999,999,4.564102564102564,39,6005247424478,melamine super store
39704,No Brand,True,False,644222834,76 sold,Punjab,Apple Magsafe Wireless Power Bank For Iphone 5000mah 20w Fast Charging,3000,1899,4.333333333333333,12,6005021940148,muhib at daraz
39704,No Brand,True,False,807223103,46 sold,Sindh,"Power Bank For Wifi Router , Wireless Router Power Bank , 20000 mah power bank for internet Router",2999,1199,5.0,8,6005409504270,NoorCart
